ticker,flag,evidence,harmful,note
OI,b_former_name,"former name 'OWENS ILLINOIS INC /DE/' (1994-01-07..2019-12-19) -> 'O-I Glass, Inc. /DE/'; SIC now Glass Containers",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
ONTO,b_former_name,"former name 'NANOMETRICS INC' (1995-09-08..2019-10-25) -> 'ONTO INNOVATION INC.'; SIC now Measuring & Controlling Devices, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
OUT,b_former_name,former name 'CBS OUTDOOR AMERICAS INC.' (2013-06-27..2014-11-20) -> 'OUTFRONT Media Inc.'; SIC now Real Estate Investment Trusts,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
OVV,b_former_name,former name '1847432 Alberta ULC' (2019-11-06..2019-12-18) -> 'Ovintiv Inc.'; SIC now Crude Petroleum & Natural Gas,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
OZK,b_former_name,former name 'Bank of the Ozarks' (2013-02-14..2018-08-02) -> 'Bank OZK'; SIC now nan,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PARR,b_former_name,"former name 'PAR PETROLEUM CORP/CO' (2012-09-07..2015-10-14) -> 'PAR PACIFIC HOLDINGS, INC.'; SIC now Crude Petroleum & Natural Gas",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PAYO,b_former_name,"former name 'New Starship Parent, Inc.' (2021-02-16..2021-06-02) -> 'Payoneer Global Inc.'; SIC now Services-Business Services, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PBH,b_former_name,"former name 'Prestige Brands Holdings, Inc.' (2004-07-28..2018-08-10) -> 'Prestige Consumer Healthcare Inc.'; SIC now Pharmaceutical Preparations",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PCRX,b_former_name,"former name 'Pacira Pharmaceuticals, Inc.' (2010-11-01..2019-04-09) -> 'Pacira BioSciences, Inc.'; SIC now Pharmaceutical Preparations",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PECO,b_former_name,"former name 'PHILLIPS EDISON GROCERY CENTER REIT I, INC.' (2014-12-17..2017-12-15) -> 'Phillips Edison & Company, Inc.'; SIC now Real Estate Investment Trusts",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PECO,b_former_name,"former name 'Phillips Edison - ARC Shopping Center REIT Inc.' (2010-01-13..2014-12-04) -> 'Phillips Edison & Company, Inc.'; SIC now Real Estate Investment Trusts",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PGNY,b_former_name,"former name 'Auxogyn, Inc.' (2015-03-19..2015-03-19) -> 'Progyny, Inc.'; SIC now Services-Misc Health & Allied Services, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PII,b_former_name,former name 'POLARIS INDUSTRIES INC/MN' (1994-11-21..2019-07-23) -> 'Polaris Inc.'; SIC now Miscellaneous Transportation Equipment,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PIPR,b_former_name,"former name 'PIPER JAFFRAY COMPANIES' (2003-06-25..2020-01-02) -> 'PIPER SANDLER COMPANIES'; SIC now Security Brokers, Dealers & Flotation Companies",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PK,b_former_name,"former name 'Hilton Worldwide, Inc.' (2014-09-11..2014-11-20) -> 'Park Hotels & Resorts Inc.'; SIC now Hotels & Motels",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PLMR,b_former_name,"former name 'GC Palomar Holdings' (2018-12-14..2019-02-13) -> 'Palomar Holdings, Inc.'; SIC now Fire, Marine & Casualty Insurance",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PPLI,b_former_name,"former name 'IAC Holdings, Inc.' (2020-02-13..2020-07-01) -> 'People Inc'; SIC now Services-Computer Programming, Data Processing, Etc.",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PRDO,b_former_name,former name 'CAREER EDUCATION CORP' (1997-10-10..2019-12-18) -> 'PERDOCEO EDUCATION Corp'; SIC now Services-Educational Services,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PRG,b_former_name,"former name 'Aaron's Holdings Company, Inc.' (2020-04-13..2020-11-23) -> 'PROG Holdings, Inc.'; SIC now Services-Equipment Rental & Leasing, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PRVA,b_former_name,"former name 'PH Group Parent Corp.' (2019-02-13..2020-03-11) -> 'Privia Health Group, Inc.'; SIC now Services-Health Services",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
PSN,b_former_name,former name 'PARSON CORP' (2019-02-11..2019-02-11) -> 'PARSONS CORP'; SIC now Services-Computer Integrated Systems Design,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
QRVO,b_former_name,"former name 'Rocky Holding, Inc.' (2014-04-14..2014-10-08) -> 'Qorvo, Inc.'; SIC now Semiconductors & Related Devices",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
RAMP,b_former_name,"former name 'Acxiom Holdings, Inc.' (2018-09-21..2018-10-01) -> 'LiveRamp Holdings, Inc.'; SIC now Services-Computer Processing & Data Preparation",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
RAMP,b_former_name,"former name 'ACXIOM CORP' (1994-10-27..2018-09-20) -> 'LiveRamp Holdings, Inc.'; SIC now Services-Computer Processing & Data Preparation",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
REZI,b_former_name,"former name 'HH Spinco Inc.' (2018-06-14..2018-06-14) -> 'RESIDEO TECHNOLOGIES, INC.'; SIC now Wholesale-Hardware",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
RH,b_former_name,former name 'Restoration Hardware Holdings Inc' (2011-09-09..2017-02-10) -> 'RH'; SIC now Retail-Furniture Stores,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
RHI,b_former_name,former name 'HALF ROBERT INTERNATIONAL INC /DE/' (1994-05-09..2019-05-29) -> 'ROBERT HALF INC.'; SIC now Services-Help Supply Services,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
RNG,b_former_name,"former name 'RingCentral Inc' (2006-12-20..2019-07-03) -> 'RingCentral, Inc.'; SIC now Services-Computer Processing & Data Preparation",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
